timestamp;address;bus;strings;stringid;pac;pdc;udc;temp
1517500202;2;2;2;1;403;466;574;23
1517490902;2;2;2;1;2940;3025;621;27
1517472301;2;2;2;1;458;517;582;18
1517481603;2;2;2;1;1899;1966;614;24
1517483700;2;2;2;1;2972;3051;623;24
1517502302;2;2;2;1;6;67;428;23
1517474400;2;2;2;1;606;658;588;19
1517493002;2;2;2;1;2644;2722;618;26
1517476500;2;2;2;1;1779;1844;620;21
1517495102;2;2;2;1;2623;2699;618;26
1517485802;2;2;2;1;3328;3414;622;25
1517487900;2;2;2;1;4532;4636;623;27
1517497202;2;2;2;1;913;972;596;25
1517469301;2;2;2;1;10;58;405;15
1517478604;2;2;2;1;1767;1831;617;22
1517499302;2;2;2;1;426;488;574;24
1517480701;2;2;2;1;3015;3097;627;23
1517490002;2;2;2;1;2834;2912;614;27
1517471401;2;2;2;1;429;489;580;17
1517501402;2;2;2;1;252;320;560;23
1517492102;2;2;2;1;2351;2426;615;26
1517473501;2;2;2;1;632;684;590;19
1517482803;2;2;2;1;2580;2655;621;24
1517484901;2;2;2;1;3481;3568;623;25
1517475600;2;2;2;1;753;809;595;20
1517494202;2;2;2;1;2878;2957;619;26
1517477700;2;2;2;1;2104;2171;622;22
1517496302;2;2;2;1;1425;1491;606;25
1517487002;2;2;2;1;4176;4277;625;26
1517498402;2;2;2;1;486;544;577;24
1517489102;2;2;2;1;4417;4520;623;27
1517470501;2;2;2;1;239;302;565;16
1517477053;2;2;2;1;2144;2211;623;21
1517479804;2;2;2;1;2112;2182;621;23
1517500502;2;2;2;1;408;471;574;23
1517481901;2;2;2;1;1821;1890;613;24
1517491202;2;2;2;1;2547;2624;617;26
1517472601;2;2;2;1;404;463;577;18
1517474700;2;2;2;1;667;720;592;20
1517493302;2;2;2;1;2833;2913;619;26
1517484003;2;2;2;1;3112;3199;623;24
1517476800;2;2;2;1;1872;1936;620;21
1517495402;2;2;2;1;2455;2532;617;26
1517486102;2;2;2;1;3480;3569;623;25
1517497502;2;2;2;1;730;788;589;25
1517478901;2;2;2;1;1362;1425;610;22
1517469601;2;2;2;1;38;96;452;16
1517488203;2;2;2;1;3763;3857;619;27
1517499602;2;2;2;1;406;469;573;24
1517490302;2;2;2;1;2725;2802;617;27
1517471701;2;2;2;1;502;557;585;18
1517481004;2;2;2;1;2956;3038;625;24
1517501702;2;2;2;1;174;244;547;23
1517483101;2;2;2;1;2260;2333;617;24
1517492402;2;2;2;1;1667;1730;607;26
1517473801;2;2;2;1;682;734;593;19
1517475900;2;2;2;1;529;586;583;20
1517494502;2;2;2;1;2910;2987;619;26
1517485203;2;2;2;1;3337;3423;622;25
1517487300;2;2;2;1;5251;5362;628;26
1517496602;2;2;2;1;1340;1405;605;25
1517478004;2;2;2;1;2026;2093;621;22
1517498702;2;2;2;1;475;536;577;24
1517480101;2;2;2;1;2505;2578;624;23
1517489402;2;2;2;1;3914;4012;621;27
1517470801;2;2;2;1;263;326;568;17
1517500802;2;2;2;1;434;495;576;23
1517472900;2;2;2;1;391;452;576;18
1517491502;2;2;2;1;2068;2139;613;26
1517482204;2;2;2;1;2014;2085;616;24
1517484301;2;2;2;1;3369;3458;624;25
1517475000;2;2;2;1;612;670;589;20
1517493602;2;2;2;1;3004;3085;620;26
1517495702;2;2;2;1;1904;1972;610;26
1517486403;2;2;2;1;3625;3715;623;26
1517488500;2;2;2;1;4481;4593;623;27
1517497802;2;2;2;1;550;609;582;24
1517469900;2;2;2;1;84;142;483;16
1517479203;2;2;2;1;1542;1606;614;22
1517499902;2;2;2;1;349;415;570;23
1517481301;2;2;2;1;2386;2458;619;24
1517490602;2;2;2;1;2784;2865;619;27
1517472001;2;2;2;1;476;534;583;18
1517502002;2;2;2;1;51;117;477;23
1517474100;2;2;2;1;653;703;591;19
1517492702;2;2;2;1;2226;2299;615;26
1517483403;2;2;2;1;2607;2685;621;24
1517485500;2;2;2;1;3265;3353;623;25
1517476200;2;2;2;1;1119;1180;606;20
1517494802;2;2;2;1;2909;2985;620;26
1517496902;2;2;2;1;1119;1181;601;25
1517469000;2;2;2;1;2;3;407;15
1517487602;2;2;2;1;4228;4329;622;27
1517478301;2;2;2;1;2077;2143;622;22
1517499002;2;2;2;1;514;575;581;24
1517489702;2;2;2;1;3911;3999;621;27
1517471101;2;2;2;1;292;354;570;17
1517480403;2;2;2;1;2806;2884;626;23
1517501102;2;2;2;1;321;385;569;23
1517482501;2;2;2;1;2375;2450;620;24
1517473200;2;2;2;1;532;589;586;19
1517491802;2;2;2;1;2855;2934;621;26
1517475300;2;2;2;1;688;741;593;20
1517493902;2;2;2;1;3072;3152;620;26
1517484603;2;2;2;1;3460;3551;624;25
1517486700;2;2;2;1;3673;3764;623;26
1517496002;2;2;2;1;1416;1482;604;25
1517477403;2;2;2;1;2203;2271;623;22
1517479500;2;2;2;1;2131;2203;622;22
1517498102;2;2;2;1;535;594;581;24
1517488802;2;2;2;1;4666;4769;624;27
1517470200;2;2;2;1;157;221;542;16
